player_id,handle,first_name,last_name,total_games_played,most_played_agent_type,most_played_agent_name,average_kpr,average_dpr,total_kills_2024,total_multikills,total_clutches,total_first_bloods,average_headshot_ratio,average_damage_per_round,region
107019802340030902,SkRossi,Ganesh ,Gangadhar,53,Initiators,Sova,0.801,0.649,845,287,4,120,0.257,48.432,SEA
111810059758546721,EARTHYRABYR,Pacharapol,Nitsawaeng,29,Sentinels,Cypher,0.544,0.742,317,92,2,32,0.212,38.072,SEA
110038142655519159,pedio,Pesol,Kornwiphopsophon,29,Initiators,Sova,0.549,0.8,325,107,0,36,0.215,37.931,SEA
107760831184095048,xZe,Tanawat,Kannark,35,Controllers,Omen,0.633,0.787,453,146,2,68,0.433,45.711,SEA
107760831940183891,DELEND,Thanaboon,Tungsupsatit,14,Controllers,Viper,0.518,0.782,137,35,1,7,0.288,40.089,SEA
111810068015381291,tbloy,Techodom,Saetiao,29,Duelists,Jett,0.749,0.815,433,141,2,98,0.2,56.172,SEA
107760967231982002,Reality,Manutsawat,Sangphadung,37,Sentinels,Chamber,0.667,0.748,517,162,1,78,0.201,40.446,SEA
106724790496488086,PinOcChiOs,Teerasak,kedaim,37,Controllers,Viper,0.72,0.744,556,179,4,57,0.184,49.728,SEA
107760828428109590,Acetics,Teerapat,Jinyong,34,Initiators,Skye,0.622,0.726,446,120,2,48,0.308,37.381,SEA
107760833636481452,KRX,Jirayu,Samnual,19,Duelists,Raze,0.745,0.773,309,100,0,71,0.293,43.221,SEA
111799342698881169,P r,Paradorn,Chancharoen,16,Controllers,Brimstone,0.642,0.702,217,72,1,16,0.248,38.446,SEA
107760837253384136,Wild0reoo,Brheyanne Christ,Reyes,21,Controllers,Viper,0.706,0.668,301,78,3,36,0.239,44.765,SEA
106668517751420644,DubsteP,Jayvee Balisi,Paguirigan,48,Controllers,Omen,0.679,0.654,683,208,5,84,0.283,36.423,SEA
107760836242104357,xavi8k,Xavier Desiderio,Juan,48,Sentinels,Cypher,0.803,0.631,805,253,7,95,0.213,45.198,SEA
109743145335800144,Marky3,Mark Anthony,Tuling,48,Initiators,Sova,0.832,0.627,847,277,3,130,0.231,48.016,SEA
108276661221976747,KellyS,Sedillo,Kelly Kent Pansoy,48,Duelists,Raze,0.881,0.715,902,305,2,145,0.241,51.752,SEA
107760838483953639,micr0,Elmer,Coloma,43,Controllers,Viper,0.598,0.679,525,149,1,49,0.196,34.881,SEA
107760835560159705,Kakarot,Oscar Jr.,Farin,63,Duelists,Yoru,0.714,0.721,935,298,6,151,0.216,38.813,SEA
109743100380397873,ZYND,Lopez,Christian David,63,Duelists,Reyna,0.805,0.69,1045,337,3,181,0.28,43.365,SEA
109743100925253599,Kevzii,Franz Kevin,Dingal,63,Initiators,Sova,0.685,0.663,901,269,10,105,0.251,43.213,SEA
109743100513709286,PatMen,Mendoza,Jhon Patrick,63,Sentinels,Killjoy,0.873,0.732,1143,399,3,192,0.324,45.001,SEA
107761554001808494,lenne,Lionel ,Lim,8,Initiators,Sova,0.737,0.734,117,29,1,18,0.298,46.484,SEA
109760431638872633,Xan,Xan,Ng,15,Duelists,Raze,0.767,0.77,230,70,0,48,0.231,49.558,SEA
107760970004685376,Divine,Chun Ting,Yeoh,15,Controllers,Omen,0.668,0.692,205,56,1,21,0.282,40.136,SEA
112007894241105403,Kenji1,KENJI TANG,JIA REN,15,Sentinels,Cypher,0.68,0.761,207,66,0,28,0.321,40.838,SEA
107760858802604393,Tempz,Pierre,Heng,13,Initiators,Breach,0.614,0.708,166,58,0,21,0.201,42.248,SEA
111702854326572043,pdr1,Pedro,Sousa,39,Controllers,Viper,0.637,0.666,507,153,2,58,0.269,41.097,EMEA
110186661016429624,Caim,Hugo  ,Fonseca,35,Duelists,Jett,0.756,0.739,558,179,3,135,0.189,46.502,EMEA
110099900354872071,Sandro,Rafael,Martins,21,Controllers,Omen,0.641,0.776,276,90,1,37,0.176,39.122,EMEA
110099898997546412,tripsy,Jorge,Pereira,39,Sentinels,Killjoy,0.682,0.727,543,178,2,64,0.167,42.435,EMEA
109642060873407294,Akira,,EX0,45,Initiators,Sova,0.718,0.678,640,200,5,61,0.196,47.461,EMEA
109743103856482291,SecondLove,De Leon,Darwin James,52,Sentinels,Killjoy,0.73,0.698,797,264,6,73,0.216,42.233,SEA
111913482927933666,ITSRAININGT,VJ Arnold,Inoncillo,50,Initiators,Sova,0.698,0.739,719,212,3,71,0.292,41.603,SEA
111913477343184871,Repulsive,Raphael Adrian,Balaguer,46,Controllers,Omen,0.563,0.698,548,151,0,65,0.206,34.639,SEA
111913480574568430,parscofield,Alvin Phylip,Pabonan,52,Duelists,Jett,0.813,0.779,894,304,1,187,0.251,42.398,SEA
111913478585671153,LoyDreaM,John Loyd,Tanay,52,Controllers,Clove,0.774,0.756,841,284,6,115,0.23,44.734,SEA
112552517904144872,Uyen,Ralph,Ayap,21,Initiators,Sova,0.709,0.688,331,116,3,50,0.166,44.902,SEA
112552527764756984,PatrickWats,Mark,Musni,23,Duelists,Jett,1.063,0.766,536,212,2,105,0.311,69.41,SEA
110032570142958454,astr0,Franz ,del Rosario,43,Controllers,Omen,0.722,0.7,698,223,7,62,0.319,44.789,SEA
111917927926950083,Chanyboi,Kristian Louie,Manlapaz,36,Initiators,KAY/O,0.674,0.707,541,162,2,46,0.343,38.929,SEA
112552523832203762,Ichisolo,Cullen,Cuevas,23,Sentinels,Killjoy,0.685,0.667,341,101,2,45,0.152,39.357,SEA
111776966226427618,dok,Federico,Politi,30,Initiators,KAY/O,0.583,0.737,362,99,2,29,0.34,38.476,EMEA
111776968446988279,sihw,Emanuele,Piva,25,Sentinels,Killjoy,0.606,0.775,311,87,0,41,0.297,45.027,EMEA
112005889320265498,Khorror,Kris,Horvat,5,Controllers,Omen,0.528,0.763,54,18,0,4,0.265,32.526,EMEA
109625936039056298,Lomba,Luca,Lombardi,14,Initiators,Breach,0.464,0.811,133,29,1,12,0.301,28.23,EMEA
107042212296625680,EduCoz,Eduard,Condurache,14,Initiators,Fade,0.557,0.743,160,52,2,19,0.192,30.811,EMEA
109625932842868753,SparkeR,Marco,Forte,14,Controllers,Omen,0.573,0.767,160,51,0,27,0.252,39.505,EMEA
109625934057971733,soRa ,Jan,Kaipr,14,Duelists,Neon,0.778,0.772,227,78,0,44,0.259,48.274,EMEA
107042212397616660,rhagee,Kevin,Pettinato,4,Sentinels,Killjoy,0.628,0.752,52,16,0,6,0.066,32.221,EMEA
109782845632510873,okeanos,Anthony,Nguyen,25,Duelists,Neon,0.894,0.754,463,140,1,121,0.261,46.803,NA
112441248118111963,spaz,Aadam,Zakaria Laamoumi,25,Controllers,Omen,0.738,0.611,383,128,5,43,0.135,48.321,NA
112441248065289943,mike3,Michael,James Rieger,25,Sentinels,Chamber,0.757,0.682,396,127,0,55,0.307,44.15,NA
112441247957810898,Teague,Teague,Morgan,25,Initiators,Breach,0.617,0.675,319,102,4,36,0.284,46.857,NA
112441248014453496,MonSi,Ludovic,Lefebvre Lavigne,25,Initiators,Fade,0.61,0.67,322,104,2,35,0.208,45.934,NA
106660357910256252,zachareee,Zachary,Bryan Lombardo,28,Duelists,Yoru,0.726,0.787,411,123,4,60,0.209,39.443,NA
109782785959620802,RIKU ,Christopher,John Piasecki,28,Sentinels,Cypher,0.599,0.838,340,91,2,52,0.168,31.181,NA
107891900719078712,Ange,Adam,Milian,28,Controllers,Viper,0.666,0.766,372,110,4,45,0.263,36.814,NA
112088040693772435,Precision,Colin,James O'Neill,28,Controllers,Harbor,0.541,0.768,308,91,4,18,0.25,30.338,NA
107891902753353825,drone,Taylor,Johnson,28,Initiators,Sova,0.577,0.782,327,99,1,46,0.393,34.18,NA
109782843923942170,tdawgg,Travis,Regan,31,Initiators,KAY/O,0.622,0.734,418,111,3,59,0.174,30.753,NA
107769215842310149,XXiF,Damion,Cook,31,Controllers,Viper,0.798,0.643,529,158,6,55,0.187,41.162,NA
110201973272343201,nerve,Michael,Lynn Yerrow,31,Controllers,Astra,0.62,0.696,414,101,4,30,0.197,31.903,NA
112088076148776102,snarly,Nathan,Bardis,31,Initiators,Gekko,0.563,0.738,380,96,2,57,0.346,31.848,NA
109782820947110370,zeldris ,Elijah,Hawkins,31,Duelists,Raze,0.895,0.767,599,208,4,145,0.207,46.919,NA
106489822743119332,Fross,Fernando,Gallagher,22,Controllers,Omen,0.58,0.736,250,73,0,35,0.152,33.745,LATAM
111918157583160624,Crazy NY,Camilo,Alguacil,26,Initiators,Sova,0.743,0.727,382,119,7,32,0.218,48.587,LATAM
111918149781373299,benG,Benjamín,Hidalgo,26,Sentinels,Killjoy,0.705,0.752,362,110,2,32,0.27,49.559,LATAM
108239692984173608,jvhz,Barria,Jabier,26,Duelists,Jett,0.701,0.776,365,109,0,72,0.282,44.63,LATAM
111918149831857107,khz,Matias,Bugueño,14,Sentinels,Killjoy,0.648,0.74,179,53,2,24,0.199,31.945,LATAM
111918149563192603,GanTerw0w,Bastian,Reinoso,5,Initiators,Gekko,0.655,0.805,68,18,0,8,0.223,32.936,LATAM
109882309862730859,Cl0ser,Daniel,Ataco,13,Controllers,Viper,0.599,0.734,168,57,1,20,0.127,53.71,LATAM
106525414942310346,BcJ,Brendan,Jensen,37,Initiators,Gekko,0.638,0.621,507,143,5,58,0.166,36.346,NA
107891879105834511,NiSMO,Marc-Andre,Tayar,37,Initiators,KAY/O,0.71,0.67,555,171,4,70,0.381,45.364,NA
107769216376456644,Zander,Alexander,Dituri,37,Controllers,Viper,0.822,0.668,644,216,3,96,0.198,55.039,NA
107769215327552950,neT,Michael,Bernet,20,Sentinels,Cypher,0.677,0.624,296,93,3,29,0.372,40.662,NA
107891876859391499,koalanoob,GianFranco,Potestio,37,Controllers,Omen,0.848,0.671,666,227,1,144,0.17,44.613,NA
107891883603538004,BRAWK,Brock,Somerhalder,40,Initiators,Gekko,0.746,0.603,634,200,5,48,0.137,43.649,NA
107882590048629575,flyuh,Xavier,Carlson,40,Initiators,Breach,0.61,0.669,511,135,1,58,0.242,29.946,NA
112088112882359534,odeShiMa,Chad,Miller,40,Sentinels,Cypher,0.614,0.647,518,142,4,63,0.264,37.227,NA
109782840165694356,v1c,Victor,Truong,40,Controllers,Brimstone,0.798,0.63,670,214,1,84,0.203,48.026,NA
107769216269217375,mada,Adam,Pampuch,40,Duelists,Raze,0.943,0.701,792,269,1,207,0.289,45.337,NA
111935969842709809,Foxar,Sangjin,Kim,4,Controllers,Viper,0.598,0.703,55,19,1,8,0.167,56.805,KR
106532837928927739,HANN,Dongho,Kim,34,Duelists,Jett,0.827,0.799,597,209,3,136,0.27,53.292,KR
110100034356134718,Manggong,seung-bum,Yu,40,Controllers,Omen,0.646,0.761,552,168,1,54,0.283,40.975,KR
107786688441942732,Vow,Jongkwan,Ki,29,Initiators,Sova,0.65,0.736,417,133,2,51,0.321,44.291,KR
108290337529200166,Wavy,Wavy,Wavy,26,Initiators,Fade,0.512,0.776,290,89,1,31,0.185,38.827,KR
111935944466219149,GodsB,Kyeongbo,Kim,37,Initiators,Breach,0.679,0.726,533,166,2,73,0.268,44.847,KR
109642085281284141,aqua ,Adrià ,Soler,37,Initiators,Breach,0.57,0.703,403,116,3,33,0.327,37.356,EMEA
109630632718269666,999kvmil,Szymanek,Kamil ,25,Initiators,Fade,0.763,0.722,359,116,1,46,0.283,47.101,EMEA
109642061289757507,mochi,Sergio,Cano,35,Controllers,Omen,0.718,0.728,472,147,4,56,0.278,42.028,EMEA
112478841980775105,y0ung,Young,Nam Chei,6,Duelists,Raze,0.617,0.798,76,16,0,31,0.169,39.985,EMEA
107723772861065513,dext,Norbert,Paulovčák,37,Sentinels,Killjoy,0.703,0.757,504,162,4,74,0.291,51.183,EMEA
112478873168070253,skypzz,Afonso ,Leitão,14,Controllers,Brimstone,0.642,0.734,185,61,4,25,0.173,52.067,EMEA
107736271930111593,nrk,Charles,Pedretti,11,Controllers,Viper,0.689,0.752,156,46,2,24,0.215,46.123,EMEA
109750512581764076,zePiCzz,Daniel ,Mariano,14,Initiators,Gekko,0.754,0.69,213,69,0,23,0.187,38.627,EMEA
111903174612217581,noheart,Eduardo,Parente,18,Duelists,Raze,0.748,0.793,271,103,2,54,0.426,48.113,EMEA
